local_authority_name,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,7/26/2020,-76,-49,-43,-59,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,7/27/2020,-87,-74,-67,-78,-69,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,7/28/2020,-87,-71,-61,-78,-70,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,7/29/2020,-86,-70,-55,-77,-69,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,7/30/2020,-85,-71,-60,-77,-68,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,7/31/2020,-85,-70,-58,-75,-70,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/1/2020,-75,-49,-49,-58,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/2/2020,-75,-45,-45,-57,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/3/2020,-83,-72,-67,-77,-68,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/4/2020,-83,-71,-59,-77,-71,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/5/2020,-81,-70,-57,-76,-67,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/6/2020,-83,-70,-59,-77,-69,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/7/2020,-83,-68,-58,-75,-68,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/8/2020,-74,-49,-50,-62,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/9/2020,-73,-47,-48,-61,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/10/2020,-80,-71,-58,-75,-70,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/11/2020,-80,-69,-57,-76,-70,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/12/2020,-80,-68,-56,-76,-70,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/13/2020,-83,-69,-64,-77,-71,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/14/2020,-83,-70,-62,-75,-67,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/15/2020,-71,-50,-48,-57,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/16/2020,-70,-47,-44,-58,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/17/2020,-79,-70,-58,-75,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/18/2020,-78,-69,-56,-76,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/19/2020,-80,-71,-64,-75,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/20/2020,-81,-68,-55,-75,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/21/2020,-82,-67,-62,-74,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/22/2020,-69,,,-53,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/23/2020,-68,,,-54,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/24/2020,-77,-69,-62,-74,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/25/2020,-78,-69,-67,-75,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/26/2020,-76,-66,-60,-73,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/27/2020,-81,-69,-73,-75,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/28/2020,-80,-66,-70,-72,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/29/2020,-66,,,-51,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/30/2020,-60,,,-51,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,8/31/2020,-85,-77,-65,-81,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/1/2020,-79,-67,-64,-73,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/2/2020,-79,-66,-64,-73,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/3/2020,-79,-67,-69,-74,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/4/2020,-78,-65,-65,-71,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/5/2020,-62,,,-54,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/6/2020,-60,,,-54,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/7/2020,-76,-68,-72,-72,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/8/2020,-75,-64,-65,-72,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/9/2020,-76,-64,-62,-71,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/10/2020,-75,-63,-64,-71,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/11/2020,-76,-63,-68,-68,-65,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/12/2020,-61,-44,-63,-56,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/13/2020,-62,-40,-60,-58,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/14/2020,-75,-65,-65,-71,-64,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/15/2020,-74,-62,-66,-69,-65,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/16/2020,-74,-63,-62,-70,-65,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/17/2020,-74,-63,-64,-71,-67,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/18/2020,-75,-63,-68,-68,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/19/2020,-58,-39,-59,-54,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/20/2020,-60,-40,-57,-55,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/21/2020,-73,-66,-67,-71,-64,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/22/2020,-72,-62,-66,-70,-63,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/23/2020,-76,-67,-74,-72,-65,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/24/2020,-77,-66,-77,-73,-64,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/25/2020,-77,-65,-77,-69,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/26/2020,-58,-43,-67,-54,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/27/2020,-61,-43,-69,-56,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/28/2020,-75,-67,-73,-73,-66,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/29/2020,-76,-66,-74,-72,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,9/30/2020,-76,-67,-77,-72,-63,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/1/2020,-76,-64,-76,-73,-59,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/2/2020,-80,-68,-80,-70,-62,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/3/2020,-63,-40,-73,-55,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/4/2020,-65,-53,-78,-60,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/5/2020,-77,-66,-77,-73,-59,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/6/2020,-77,-64,-78,-72,-62,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/7/2020,-76,-63,-74,-73,-59,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/8/2020,-77,-63,-77,-74,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/9/2020,-77,-64,-76,-70,-58,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/10/2020,-57,-33,-64,-54,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/11/2020,-56,-32,-66,-54,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/12/2020,-77,-68,-78,-73,-60,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/13/2020,-77,-67,-80,-73,-62,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/14/2020,-76,-64,-77,-73,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/15/2020,-76,-63,-77,-73,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/16/2020,-76,-61,-74,-69,-58,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/17/2020,-66,-39,-67,-59,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/18/2020,-64,-41,-67,-62,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/19/2020,-78,-66,-77,-75,-60,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/20/2020,-79,-64,-76,-75,-63,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/21/2020,-81,-66,-81,-75,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/22/2020,-78,-63,-76,-75,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/23/2020,-78,-62,-74,-72,-57,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/24/2020,-64,-39,-76,-56,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/25/2020,-60,-37,-74,-60,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/26/2020,-77,-66,-73,-75,-62,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/27/2020,-79,-64,-79,-75,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/28/2020,-78,-63,-75,-74,-63,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/29/2020,-80,-64,-79,-75,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/30/2020,-78,-61,-74,-70,-60,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,10/31/2020,-63,-37,-71,-58,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/1/2020,-58,-39,-67,-62,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/2/2020,-75,-64,-82,-74,-59,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/3/2020,-73,-60,-76,-72,-59,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/4/2020,-70,-57,-73,-70,-58,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/5/2020,-91,-74,-88,-81,-66,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/6/2020,-91,-74,-88,-80,-66,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/7/2020,-88,-62,-83,-78,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/8/2020,-86,-69,-84,-77,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/9/2020,-89,-75,-87,-80,-66,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/10/2020,-90,-73,-84,-80,-67,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/11/2020,-91,-72,-86,-81,-66,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/12/2020,-92,-73,-85,-80,-68,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/13/2020,-92,-71,-85,-79,-65,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/14/2020,-91,-63,-88,-78,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/15/2020,-87,-65,-84,-78,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/16/2020,-90,-74,-85,-80,-65,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/17/2020,-91,-72,-86,-80,-69,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/18/2020,-91,-72,-84,-80,-65,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/19/2020,-92,-74,-88,-81,-66,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/20/2020,-92,-72,-89,-79,-64,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/21/2020,-88,-56,-78,-71,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/22/2020,-85,-62,-74,-73,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/23/2020,-89,-74,-85,-80,-65,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/24/2020,-90,-73,-86,-80,-67,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/25/2020,-90,-75,-84,-79,-67,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/26/2020,-91,-75,-87,-80,-68,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/27/2020,-91,-74,-87,-79,-67,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/28/2020,-87,-58,-78,-71,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/29/2020,-85,-66,-79,-72,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,11/30/2020,-89,-75,-87,-80,-64,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/1/2020,-89,-72,-84,-79,-66,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/2/2020,-85,-64,-83,-76,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/3/2020,-85,-65,-84,-76,-62,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/4/2020,-83,-60,-76,-72,-54,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/5/2020,-70,-25,-59,-57,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/6/2020,-71,-36,-62,-57,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/7/2020,-82,-64,-79,-75,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/8/2020,-82,-63,-79,-75,-62,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/9/2020,-82,-62,-77,-74,-60,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/10/2020,-83,-59,-77,-74,-61,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/11/2020,-83,-57,-72,-71,-60,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/12/2020,-70,-17,-62,-55,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/13/2020,-71,-38,-68,-63,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/14/2020,-82,-63,-77,-75,-65,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/15/2020,-79,-56,-73,-73,-64,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/16/2020,-88,-65,-84,-78,-64,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/17/2020,-90,-63,-83,-79,-65,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/18/2020,-90,-62,-84,-77,-64,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/19/2020,-87,-38,-83,-71,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/20/2020,-88,-65,-86,-77,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/21/2020,-91,-72,-89,-85,-74,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/22/2020,-93,-71,-90,-86,-77,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/23/2020,-93,-72,-91,-88,-74,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/24/2020,-96,-77,-93,-91,-77,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/25/2020,-99,-97,-95,-99,-83,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/26/2020,-96,-85,-91,-92,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/27/2020,-90,-75,-85,-82,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/28/2020,-97,-89,-93,-93,-82,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/29/2020,-95,-83,-92,-89,-79,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/30/2020,-95,-81,-91,-90,-73,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,12/31/2020,-96,-82,-94,-91,-79,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,1/1/2021,-98,-95,-95,-95,-83,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,1/2/2021,-93,-73,-88,-85,,
City of London,GB,United Kingdom,Greater London,City of London,,GB-LND,,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,1/3/2021,-90,-74,-87,-82,,
